id_tweet,user,followers,friends
1110977956850094081,75904567,1571,1846
1110976647505866753,435969323,2293,2344
1110975797400080386,262182469,1119927,1410
1110971590811021314,127697207,147,743
1110971299130761217,72753519,209,569
1110969068394299392,2671370329,6,21
1110968400153665536,58694475,221,1168
1110967677881929733,753050350282768385,356,343
1110966310668783616,1065450026632138752,52,839
1110964984442482688,148123417,731,1593
1110964452080390144,2820448346,380,228
1110964219812425729,1069201479477665792,2,31
1110963167499374593,243785419,12999,1048
1110963141511389184,1005249686268207104,172,1444
1110962893015666688,405741163,112,417
1110961045919674368,17813487,8851289,1106
1110960526492721152,786595851988631552,15741,166
1110960523619827713,559215354,16,149
1110954388468703233,1110953231285473280,1,0
1110952212342149121,210268846,179,403
1110949172830765057,377493683,5463,5479
1110948880559099904,213889832,616,819
1110941374822658049,1035377835630899200,14,59
1110931539087581190,1086471799334932480,2036,3015
1110930945157283842,2889099697,12,79
1110912620352233472,486104564,17583,1844
1110912566136586240,67416523,4658,390
1110912140771246080,2387864264,1962,197
1110907939823472641,119223053,1709,1852
1110905809968476160,174690093,3238,884
1110905663792787456,169225124,1590,948
1110905037503561731,194642369,1536,964
1110904556127424513,3578669597,18519,247
1110904282071609346,50651755,384250,895
1110903755577454593,202291214,62,34
1110900957167136772,259489651,193,811
1110899380754804736,488991850,2590,919
1110898120920129547,1025440939282780161,263,431
1110895725309640704,1733793840,127301,7886
1110894363926769669,3017515569,967,384
1110890845325135873,534240049,529,1139
1110890256117702657,558081326,2126,754
1110890026181840896,229525888,192,275
1110887596752818178,627115323,377,1127
1110885632321163264,18466455,336,585
1110880875510710273,942407334,454,678
1110878406734942209,569180795,27845,2051
1110878096977285121,183812083,1206,921
1110877974927167489,592428693,5272,1484
1110877696362467333,288587647,106,119
1110877024405606401,1053047526117531648,3,31
1110876809267171333,2750189517,22,116
1110876544845651968,456065153,1065,580
1110876282621960192,331827348,478,983
1110874771758219265,1090411545258049537,741,303
1110874332530651136,127968444,222,45
1110873035442143232,3092776257,1026,2260
1110871333104205824,1108714166540558336,7,104
1110870412752314368,218608967,17871,1318
1110869580300369920,1016222472201531393,48,368
1110865966722965505,156643023,1394,808
1110864260907847680,1109998136628518912,31,377
1110863267289878531,445898633,100,194
1110862984086257667,2736122539,1201,2152
1110858191049502720,27570569,658841,780
1110855388419760129,455962263,574,1684
1110812091768889347,304672874,274,1180
1110764719298744320,2648609352,713,36
1110761859102240769,98536436,416,752
1110756329797443584,116059767,2787,2146
1110734012920852481,1003972242441687041,12,327
1110731812593127426,736692957852667904,3126,2774
1110725725089394689,1028290610069942273,0,65
1110723274504327170,729716108,759,1167
1110719352704303107,910455356358320128,2440,2995
1110718594353152000,705855205,308,79
1110716464875692033,1373792550,611,315
1110714695219113986,338721484,13,29
1110708916294508544,807592203061170180,4,43
1110705689687744512,127129841,2947,2377
1110703368815722496,2952866644,18,143
1110703284824756224,178072951,97,387
1110698384569044994,278185462,3144,3336
1110697636334583809,1114287618,65,174
1110694751584641030,182672045,2750,1265
1110684847733915648,743360995,418,603
1110684528543236097,1023394201,15,276
1110681554513219586,2717144877,81,148
1110680590376931329,1556452818,72,33
1110679564118708224,812123988608552960,169,467
1110672552261795840,101862487,45,165
1110671657637687297,394295673,58,131
1110665701415632898,4858225241,183,191
1110663713923715074,794508001612824576,41,47
1110661954283155456,47778725,1390,1437
1110655108222763008,948366556555366401,852,1216
1110645033353572354,3105790201,108,87
1110636702983507974,301746074,545,1721
1110632518020227073,2365153161,303,466
1110632279662096384,700242947,56,162
1110626941202239489,150810123,505,758
1110626256515678208,2872021751,207,1856
1110622779920039939,1106563406,2,21
1110614491195232256,286848121,264,650
1110612465639927808,971433759017971713,477,542
1110610543671427074,1092665599,270,497
1110608219183955976,1345139642,1121,1367
1110606677643087873,948366556555366401,852,1216
1110606164549689344,2310987208,93,146
1110605100907667458,254110155,64,186
1110604098888445952,90722496,638,642
1110598479703953408,875700082187915265,37,87
1110597871928258567,86156931,531,2973
1110597857856417794,82441164,262,602
1110596267346980864,4719879733,156,422
1110595664810033158,820385610095587333,1625,1661
1110593505028644866,79554128,278,618
1110593394135437313,420228566,107,427
1110592200302305281,281002961,1642,2090
1110587690699972609,464845771,178,1561
1110584980537786368,549854110,807,937
1110584935553880065,105398887,716,1591
1110583400929390593,1034498638972690432,7,38
1110581998047977474,1699675428,674,344
1110581312178606080,195163624,35731,4426
1110581101095989248,180187732,379,842
1110579486716760065,1694890968,281,129
1110577416639053825,260337705,70,271
1110575743703138304,1578838404,197,754
1110575647364169730,568406539,2164,3861
1110575230366421002,341540634,165,1466
1110574556908003328,758755892821131264,317,2095
1110574212513742848,57782831,2925,3088
1110568299782438912,2167205692,285,587
1110567766216589312,2159346917,55,378
1110567696423374850,3064496955,215,108
1110567622037393408,211032844,758,1384
1110565908181893123,287489683,229,758
1110564781726072833,219340222,130,444
1110563403108679681,2395424413,861,508
1110562892406030337,707156457519783936,2413,1830
1110562039691386886,131852038,6642,6814
1110561931620950017,1638833606,576,1546
1110561766658977792,1161990138,72,152
1110561356820955136,332263509,288,505
1110561005195747328,287480967,61,41
1110559937124540416,126810041,3876,2696
1110559445682143237,279640951,427,364
1110558060110639104,1385479884,394,722
1110556861013655560,163978446,5166,5268
1110554131041792002,720246802,71,131
1110553495671848960,135351974,49,248
1110553114040549378,587080925,986,1578
1110552887720058880,1697779224,129,1720
1110552633163563008,715190944006586368,1235,768
1110549257558417413,242378363,123,445
1110549184594235394,961254713848147973,74,228
1110548211305984000,371023416,68,103
1110547744605786112,1972144718,698,63
1110545417354338305,270517253,113,325
1110545060075065345,631694385,193,1170
1110544015122931712,1044687924900638721,94,297
1110542921588195328,619121098,599,997
1110542508386369536,3674182636,21,99
1110541997654327296,623457324,268,335
1110541580606287873,1335768860,15,190
1110541383436300288,985353109076692992,176,425
1110541360787017730,183838452,185,616
1110541170915065857,131062456,145,74
1110540861853577217,176935152,240,254
1110540581745364992,497196438,175,373
1110538538330869762,131976459,410,721
1110538534153322496,323466098,1311,1586
1110538483049947136,1038913255534669825,12,118
1110535279365029888,475915377,1115,2470
1110534816003489793,964305767758213125,157,1114
1110533586346758145,1344613807,104,134
1110533561935892480,91553666,124,126
1110533403563167749,1306168746,1488,4993
1110532844005269504,122694989,77,211
1110531957883105280,148189541,1051,2986
1110531753226223617,104582132,129,1295
1110531201691987968,3294430557,41,169
1110530932363218954,144287949,1527,1489
1110530369105719296,901684807,59,928
1110528964227940353,2740793304,21,150
1110527018238705664,919290228027920384,1906,778
1110527003646746625,286951987,3812,631
1110526695700869126,956672569708548096,330,926
1110526446496374784,912776127114088448,152,1600
1110526307400667136,927226954767532032,140,217
1110526271715446785,716679424557625344,503,320
1110526220666585089,1095723073175719937,16,107
1110523963917168645,291114649,541,709
1110523730344718337,14248533,840,3543
1110523347631259648,337818604,148,329
1110523230438256641,127217842,68,97
1110523142785634305,965324545,530,649
1110522916968505345,528888954,537,249
1110522630396956672,569980369,996,1671
1110522167878250496,865387854146535427,246,629
1110521398508822528,957301960214007808,68,562
1110521142840840193,152394247,27623,1091
1110519930410033154,2207137826,291,301
1110519720770502657,1086968896840704000,68,172
1110518973723000833,2889588507,68,81
1110518306967035909,2744458623,147,166
1110517698361024512,613060704,65,108
1110516833071886341,774628742,27083,1444
1110516141871509504,724357545209528320,439,478
1110514740453957634,772969231071776768,4,109
1110514010590511106,1040301621530517504,3,266
1110513511971647488,2508232956,366,776
1110512693415415808,613060704,65,108
1110512506320105472,535894981,125,828
1110512408278302726,1340718212,91,501
1110511858203664385,153430341,707,2219
1110511830567473154,613961679,500,699
1110511262079827968,167150173,3508,3365
1110510510280200193,57353435,78,360
1110510422669455360,535697018,11,70
1110510171833413632,552807117,2053,2545
1110509452245893120,274613342,533,149
1110508538332364801,73171167,32,112
1110508528073084930,931732295886757888,1851,3338
1110507868829175808,79799755,1249,3418
1110507785492619265,402748806,91,339
1110507238265901056,537772814,1362,383
1110506241661513730,1325553948,1103,2203
1110506165794938885,3016368460,856,1163
1110505865805791232,2679941195,38,144
1110505832075141120,1084093394215989250,2,42
1110505457645510656,58946963,3974,3132
1110505181383483392,860744976,112,211
1110505127365042176,264524758,183,342
1110504239401451526,1388062195,4673,259
1110504136003502080,376289299,1657,1541
1110503933548642304,281709452,457,1178
1110503754166648832,898359356311449600,117,110
1110502628914536448,231144271,1074,2846
1110502558831951873,894191490,498,365
1110501698580242432,300987650,469,636
1110501203631374336,334757073,863,377
1110500914534760449,532552551,37,124
1110500762373767169,90478824,345,2214
1110500017058529282,325883436,578,182
1110499220061077507,104845043,92,592
1110499181905481728,82889138,147,664
1110499088737488897,71888949,651,989
1110497910838476801,596039293,502,198
1110497744274317312,172156486,449,1070
1110497148276219904,133104587,489,1351
1110496859645267968,962152186879905792,355,152
1110494081174654976,56726085,415,1203
1110493722863718400,129840355,2655,1334
1110493699417538561,969624642968309761,261,1244
1110492369852514305,143087542,605,362
1110492200612360192,331424243,1192,907
1110489138082603008,172931514,128,267
1110488836201725952,165966301,5473,5468
1110487789253074944,169805100,7373,8038
1110486215944486912,262410596,251,341
1110486177159761920,173194046,482,2220
1110485790272962560,985319978827120641,482,938
1110484805051998208,21093870,221,253
1110484314557501440,1105619971068055553,3,104
1110483729804345344,980254617652080640,4439,4996
1110481795118698498,1001541396677963777,4,272
1110477503414583296,1005606116083097600,1814,3222
1110473908539609089,387365989,3801,3621
1110473286843056128,267165246,4555,4524
1110473036547936256,617017529,180,1048
1110468678041194499,477415602,114,214
1110467843508916224,1714034334,656,901
1110467840073711617,554794868,115,331
1110449135113699329,66465788,1038,2203
1110449101798338560,2276609105,3091,3673
1110446029189627904,2237381659,57640,2793
1110441790576955392,954588531573362688,826,4513
1110434445209812993,452565046,550,931
1110433608987222016,256603554,735,1122
1110432556216922112,1019084463274385409,1004,857
1110431791385640965,918970046411616256,298,1119
1110431469502107648,1106201373249601536,529,390
1110431449843421184,1191699499,457,2061
1110430375707324416,356441306,1499,2121
1110427924828745728,1038455827500294146,229,1163
1110427182281699328,384914246,867,965
1110422720641146880,1217994668,13426,1717
1110420772378550272,973901484873211905,117,234
1110418170391736320,1102968531115745280,7,86
1110414235744587778,62728768,1565,581
1110413907317919744,169895940,660,706
1110413843694604289,109939715,348,99
1110413566107156480,268525305,2582,3578
1110412439823269889,3084739475,20,155
1110411823675817986,887765196395216901,41,242
1110408724374532097,215268973,65,337
1110407487264604160,582075711,123,278
1110407445422190592,171984756,260,268
1110407242841579523,594762737,77,267
1110407032207826944,69910168,1548,2061
1110406589167616000,273742711,75,661
1110405987133992960,532672946,2672,4998
1110402604549529601,446582992,690,2255
1110401593214685184,748966418809548800,33,332
1110401289937137665,219732463,1083,935
1110399506267467776,4198251832,9,35
1110399001487118337,219732463,1083,935
1110398016014503937,142336429,729,1451
1110395657926279168,745452344662462465,852,1922
1110395500874878977,225088797,1738,2120
1110394211797532673,972681191097815040,77,431
1110393956905435137,840993401453629441,690,284
1110393936072400896,942191765540524032,10,118
1110393497977266176,2569893881,3,37
1110393426799927296,700525885368061952,1664,189
1110393350413320192,300989025,2100,782
1110393084901277696,1075145334,143,634
1110392620084285440,930645211759472640,2174,516
1110392533539004416,1728757236,232,875
1110391463085572096,1022340544650006528,144,338
1110391350757900288,2481451555,302,627
1110390715174084608,375152059,75,190
1110389264011939840,289524903,2861,2959
1110388070732447744,2489267413,63,174
1110386847295983621,138911871,124,271
1110386606647767041,114662454,935,1545
1110386324748582912,457065082,412,776
1110386215503695872,263803071,872,650
1110385785465958400,570743978,72,196
1110385455525253120,316019018,136,183
1110385403197095936,227730405,286,1101
1110385326512631808,2840891644,939,4705
1110384903613530112,156053220,192,3469
1110384782528131072,54735781,33,85
1110384444538609664,270665266,54,825
1110384356827295744,963745523441328128,7,210
1110384176069373952,1887428496,75,132
1110384033693908994,3178697220,132,244
1110382183288659969,415259598,1099,998
1110382095665451008,182011818,1045,2992
1110381944062251009,860891100,924,4997
1110381807030190080,990540239113474048,851,1479
1110381609835003905,618725314,73,103
1110381576976773120,999358021,314,564
1110381522392092675,334855813,908,703
1110380585946677248,203683199,2175,2119
1110379884319252481,874811127343054849,194,246
1110379872235520000,204935357,100,366
1110379319380058112,205592148,3461,2955
1110378997958000640,609716444,3256,4903
1110378660392026112,299418553,1998,591
1110378104588025856,757031341703634944,248,108
1110377697421807616,609716444,3256,4903
1110377565758345216,103959943,9918,6662
1110377296106606592,609716444,3256,4903
1110376571955806208,181731567,1166,928
1111030083022667776,1103789604426186752,4,49
1111030728584773638,77647292,1244,2016
1111030603938447360,467434207,610,1905
1111030289135034368,179306597,1363,3067
1111029703379435520,275591391,97,155
1110505937528414213,1067980178,19,18
1110598644825239553,75884054,6411,5653
1110208380059176961,616577947,68,305
1111013431598034950,2767362209,190,326
1110999717515853824,245439011,113,393
1110985306126327811,157121416,556,615
1110980970298130432,3179769598,136,323
1110927407471607811,21123298,2221,1623
1110910442048753666,2342619001,5143,843
1110887694400475137,464842796,1047,1488
1110562629230227456,479062655,226,1050
1110345622727651328,177251323,41010,434
1109922517219770374,255321331,420,902
1109509745772298241,1639639668,73,102
1109218713054691328,572963258,2290,1608
1109196324887506945,992469553081970688,3,45
1109105230535450624,4166027855,67,157
1108907794705629184,1077611378549145600,1,5
1108813548355051521,613765983,251,62
1108813024608092160,177251323,41010,434
1108754249427632129,3086650840,6053,1508
1108462396631408640,1554731694,48,210
1108453319452835841,143969732,1912,714
1108417907506192388,311757049,34,394
1108392826381963264,302339446,15804,570
1108266042311225345,814177963562401793,268,2367
1108036477982859265,24389644,475,791
1111033655953100800,229484940,266,719
1107827355442126849,131010497,140,399
1111039694769405952,336187462,75,165
1111036797310697472,172510333,159,707
1111039877334949890,204573436,2043,2361
1111039116173545472,336187462,75,165
1111034416518914048,275703505,4479,1176
1111029053073575936,103186390,183,801
1111028436137639936,349053767,114,578
1111023932126175233,274275638,211,322
1111020319060443137,2217066342,1868,2186
1111007095967678464,72066634,1151,1184
1110997899385683973,261248039,323,767
1111042764731502592,3325767082,1839,1795
1111040557822996482,64017427,452,428
1111041374663659521,64017427,452,428
1111040366084542465,1004393083918839808,46,107
1111047436733157381,1046180250449793024,2,59
1111044099619074050,236890156,320,317
1111046705926078464,131316456,1469,2282
1111049903545950208,1327463995,72,38
1111050465041629185,296801911,3111,4999
1111053995651432448,2235050528,3062,2993
1111053278291337217,113071257,1064,1122
1111052396107653120,134233561,105,686
1111053920560996352,63648503,17800,11496
1111051647378227201,709886899,241,368
1111055341800878080,299916481,1465,357
1111060696891043840,354577197,530,1545
1111059565808963586,400314353,18,253
1110981823767740418,894362569137410049,153,609
1110976178762981378,1097148565082832897,30,140
1110975460182237185,1097148565082832897,30,140
1110974033212964870,425383731,146,153
1110966200518017025,1235609612,1528,743
1110963970695925762,3179336344,146,188
1110960361325375488,225168336,3808,4055
1110958421292011520,861953935,52,363
1110957890846838786,62409556,8500,4481
1111065642646626305,992605216678797312,5745,5170
1111065557388926976,356236835,135,396
1111063131919474688,992469553081970688,3,45
1111063279642861568,257808853,13277,14610
1111063225284612101,28550725,2872,3500
1111062848141025280,57664761,1671757,2738
1111063810394202112,992605216678797312,5745,5170
1111069578493415424,195932934,753,3055
1111068791025426433,414157626,654,1152
1111066547936727040,274740063,469,741
1111069011599597568,992605216678797312,5745,5170
1111067177954803714,52174267,579,865
1111066550470094854,58255358,411,732
1111073611870363649,154862900,31,35
1111071173859831808,21248194,22866,1834
1111071000551149569,992605216678797312,5745,5170
1111075274324692992,120933412,68,292
1111074318467940352,866515517594578949,22,145
1111081153077936128,1088155776890351617,569,585
1111080770540617728,62328908,41039,3856
1111079934485778433,4006540276,21,228
1111079426006106113,202644027,187855,4250
1111079382754447361,908156730420449280,45,89
1111079217809293313,235600901,289,714
1111079169318928384,68148915,7246,819
1111078591188664321,1097148565082832897,30,140
1111081008022110208,91887613,211,236
1111077953100754949,336050218,271,950
1111081972703641600,959188214,47,68
1111082143424397312,369824105,89,547
1111085552923803648,824277786642829312,77,353
1111084939154542595,367930893,473,512
1111084192903905281,1103466561241780230,35,25
1111083984266637312,176256591,3827,2017
1111082156372254720,519950898,633,767
1111081139027013632,144389093,108,88
1111069705794658307,1478492485,109,411
1111061256423858177,2717509754,218,469
1111059066338582529,252317583,899,1608
1111041661272899584,1113237756,1183,1465
1111017647418888193,393477831,442,637
1110994566180716549,167535171,210,586
1110990978633084934,1109149135238762499,114,284
1110964779873652737,900805641513644032,1,56
1110964168683851778,1069201479477665792,2,31
1110963325217591296,786595851988631552,15741,166
1110942052437708801,175544948,376,637
1110932482327801856,14248533,840,3543
1110923127234707457,798971921912233989,28,215
1110914027113402371,546075562,288,638
1110900030469300226,1186188498,2324,1830
1110895323738705920,1655508822,218,659
1110893684231413761,576555530,742,1600
1110887623453822983,905511835985698817,773,148
1110883695395782656,1148557610,2003,1283
1110882521615458305,821481774,72,67
1110879621766135809,35392624,7272,3633
1110879304211156992,229484940,266,719
1110879082303160321,1047947842067808256,15637,249
1110871256964964352,346228259,597,777
1110870514820673541,127968444,222,45
1110869961583611904,860002870141358081,1628,1642
1110868404288794624,127968444,222,45
1110867858421104640,88039160,550,2805
1110857576424636418,1056871432121147393,12,94
1110850631135309824,346684056,612,518
1110849952559910914,51278357,877,968
1110843531566944257,1037149948356251649,11,25
1110842320662994950,545412851,75,491
1111087928258764801,2253036106,5887,6350
1111092728912379904,1099429681550553089,0,19
1111090752107528192,898359356311449600,117,110
1111095571815772161,565054966,68,237
1111093331663220738,1046781858132971522,9,140
1111098792747696134,64017427,452,428
1111099331099144194,1601822730,195721,592
1111097411508883456,161139156,426,584
1111101881009532934,484267624,220,632
1111101509624832000,706278278777143298,428,2138
1111103015161860097,709857906238341120,297,1176
1111102860056555520,180905971,156,1126
1111101508341383169,363258643,15542,530
1111102404181798912,311546048,84,339
1111101679917846528,342880142,309,3344
1111107334779097088,1700300118,276,234
1111105899588927488,62337495,312701,1990
1111105698795008000,1108053590814396417,9,148
1111104905035567106,2374533393,57,219
1111107001084493825,72107212,943,496
1111106409888923648,203119269,438,689
1111108126806298624,1065428019546910720,8,1
1111109057799208960,307478743,63,218
1111111137691619329,396319010,709,1184
1111108037740294144,137332125,576,957
1111107921696432134,164969574,1636,2217
1111113633587699712,318866906,80,117
1111112154021797888,2285346325,27,306
1111122595192193024,3362893354,734,46
1111120248110018560,361871497,756,2325
1111126037570744320,187205949,267,750
1111125707193757696,705892418609094656,1908,2733
1111127718421295104,1971427676,14,79
1111127379764756481,713514986,154,254
1111127020480724992,713514986,154,254
1111127338396381184,3000542987,217,1160
1111141282968227840,393127443,13,104
1111123041818415104,306413833,1666,4053
1111119661800792064,707156457519783936,2413,1830
1111118869480042496,870959628,694,474
1111114875974107136,1320383947,175,188
1111107512890286080,743806810008748032,1787,858
1111147384254484480,206309260,2600,4711
1111147153924087808,191116947,228249,1588
1111151879956897792,700240590,185,825
1111164232605810688,493699425,776,562
1111173578047647751,50651755,384250,895
1111203277088137227,1071274239792168960,16,23
1111207698643800064,2760834625,113,308
1111219437313642497,59309530,11,555
1111217886708801536,289591837,75,216
1111222040705597440,994948936518512640,29,165
1111227081055178752,422807410,182,710
1111226318186823680,735121503226855424,90,389
1111227565371518976,456042221,29,106
1111230740946173952,81953170,397,2049
1111231273111044096,356516057,65,335
1111230575036284928,219842159,400,818
1111230172181737472,281136836,3017,351
1111230316629368833,565054966,68,237
1111238425850662912,1088582833487134720,13,124
1111240968467038210,489367075,406,174
1111242424620384256,753982280813670400,119,468
1111241141226295296,964794241,107,121
1111239907899518977,637129096,148,196
1111246649249222657,418916873,225,484
1111246323351764992,33913221,186,979
1111245820295368705,1186188498,2324,1830
1111245080877322240,3342791453,9843,130
1111246209665191936,160629465,77,1361
1111250329688043520,418916873,225,484
1111248907798020096,1097148565082832897,30,140
1111247150569177089,80101459,2181,2444
1111249549698482176,467439837,1158,1774
1111247352734629888,4713929002,40,145
1111250848489848832,992605216678797312,5745,5170
1111250822183165952,992605216678797312,5745,5170
1111248433954861057,1097148565082832897,30,140
1111247294857465862,177329308,53,20
1111253255881920513,771202382092836864,68,51
1111252676258525184,500256881,2798,2037
1111256267111182336,380615538,160,48
1111258204628021253,237384448,200,402
1111257134539382790,396272611,397,545
1111256334752800769,181810818,667,1551
1111261159938764803,775463678653128705,34054,1321
1111260320755081217,927154299427348480,770,1570
1111258466021199872,2255584429,101393,236
1111264036723793923,302339446,15804,570
1111263890913005573,76068565,156,287
1111266889588711425,172419631,72,356
1111266549451624448,2255584429,101393,236
1111266337953931264,172419631,72,356
1111269552221011968,141943866,102564,47503
1111269344103809029,110762082,3141,4349
1111272153247301632,353420974,408,423
1111271657556099072,391330489,5728,798
1111270952778821637,597824974,114,279
1111270320663613440,935634797396885512,0,13
1111273481407221762,537729617,317,529
1111272356499075073,110762082,3141,4349
1111270096037654528,624922351,576,357
1111274378010988545,1011630535,23481,1582
1111274067196342272,849295506,58,193
1111274682014187521,69675939,591,734
1111280761888481280,400412962,149,707
1111279007788617728,391330489,5728,798
1111280470988386305,1707331638,351,590
1111278756323385344,838567676523999236,5,206
1111286117897256960,1097600263601487872,53,7
1111289507461165056,333678381,18324,698
1111293104546611200,706278278777143298,428,2138
1111290124426530816,132336272,1213,2684
1111290667957927937,2595679746,42,42
1111290436667228161,1096566181098647554,13,67
1111295353922510850,418916873,225,484
1111296902182653955,916728479160381440,191,64
1111295498584051713,98738119,886,383
1111297659321700352,295794437,42840,343
1111303840673030151,403033108,47,481
1111303881466789888,4795401324,23,70
1111305746698911744,1166068700,52,449
1111309509107085320,1270729260,59,59
1111311137633640449,1095748916975493120,0,12
1111310474749136897,47969984,62,324
1111314381491654662,86232208,2532,1755
1111316469516849159,2349998401,303,326
1111312819029340160,252134272,575415,2318
1111317799778074625,471261222,5063,2530
1111324004088987649,1018678333326884866,27,198
1111321100841934849,252134272,575415,2318
1111326812150394882,861912202252517376,4,46
1111326834908495874,417351931,1841,3790
1111329408252559360,830237329688236033,3382,4996
1111329183802773504,822237179149684736,48,50
1111328575066644480,456996739,13,254
1111338342543753216,1328391786,50,697
1111335583895486464,497005736,90,358
1111333558835126272,118125638,137,111
1111330321168039936,118125638,137,111
1111340844307628038,391330489,5728,798
1111343727891615744,129514240,4724,4262
1111345074179317760,1003074749436751872,2,17
1111344885305618433,976836851507003393,18,190
1111344987915063297,576789499,232,617
1111347717140295680,128648880,199,146
1111358073275334657,585134387,168,430
1111358834671534080,4835516637,250,112
1111358255991799810,585134387,168,430
1111365431233777665,57385952,199,761
1111361074685792259,713514986,154,254
1111358958332203009,483012320,281,1591
1111328596445089792,925363402394030080,525,199
1111321930299334658,2525588752,521,542
1111300102952570880,20653372,84,133
1111294326506749958,1033675820651487232,716,682
