tweet_from,TweetId
1110237529838702595,1110731812593127426
1110237529838702595,1110725725089394689
0,1110723274504327170
-1,1110721900878184448
1110237529838702595,1110719352704303107
1110237529838702595,1110718594353152000
1110237529838702595,1110716464875692033
1110237529838702595,1110714695219113986
-1,1110711816462745601
1110237529838702595,1110708916294508544
-1,1110707038869483520
1110237529838702595,1110705689687744512
0,1110703368815722496
0,1110703284824756224
-1,1110700837486161920
1110237529838702595,1110698384569044994
1110237529838702595,1110697636334583809
1110237529838702595,1110694751584641030
1110237529838702595,1110684847733915648
1110237529838702595,1110684528543236097
1110237529838702595,1110681554513219586
1110237529838702595,1110680590376931329
1110237529838702595,1110679564118708224
1110237529838702595,1110672552261795840
0,1110671657637687297
1110237529838702595,1110665701415632898
-1,1110665135297871872
1110237529838702595,1110663713923715074
1110237529838702595,1110661954283155456
0,1110655108222763008
1110237529838702595,1110645033353572354
1110237529838702595,1110636702983507974
1110237529838702595,1110632518020227073
1110237529838702595,1110632279662096384
0,1110626941202239489
1110237529838702595,1110626256515678208
1110237529838702595,1110622779920039939
-1,1110621938563592192
0,1110614491195232256
1110237529838702595,1110612465639927808
1110237529838702595,1110610543671427074
1110237529838702595,1110608219183955976
0,1110606677643087873
0,1110606164549689344
1110237529838702595,1110605100907667458
0,1110604098888445952
1110237529838702595,1110598479703953408
1110237529838702595,1110597871928258567
0,1110597857856417794
0,1110596267346980864
1110237529838702595,1110595664810033158
1110237529838702595,1110593505028644866
0,1110593394135437313
1110237529838702595,1110592200302305281
1110237529838702595,1110587690699972609
1110237529838702595,1110584980537786368
1110237529838702595,1110584935553880065
1110237529838702595,1110583400929390593
-1,1110582336725364741
1110237529838702595,1110581998047977474
1110237529838702595,1110581312178606080
1110237529838702595,1110581101095989248
1110237529838702595,1110579486716760065
1110237529838702595,1110577416639053825
1110237529838702595,1110575743703138304
1110237529838702595,1110575647364169730
1110237529838702595,1110575230366421002
1110237529838702595,1110574556908003328
-1,1110574501132189696
1110237529838702595,1110574212513742848
1110237529838702595,1110568299782438912
1110237529838702595,1110567766216589312
1110237529838702595,1110567696423374850
1110237529838702595,1110567622037393408
1110237529838702595,1110565908181893123
1110237529838702595,1110564781726072833
1110237529838702595,1110563403108679681
0,1110562892406030337
0,1110562039691386886
0,1110561931620950017
1110237529838702595,1110561766658977792
-1,1110561444318326784
1110237529838702595,1110561356820955136
1110237529838702595,1110561005195747328
1110237529838702595,1110559937124540416
1110237529838702595,1110559445682143237
1110237529838702595,1110558060110639104
1110237529838702595,1110556861013655560
-1,1110554205889183744
1110237529838702595,1110554131041792002
0,1110553495671848960
1110237529838702595,1110553114040549378
1110237529838702595,1110552887720058880
1110237529838702595,1110552633163563008
-1,1110550151419043840
1110237529838702595,1110549257558417413
1110237529838702595,1110549184594235394
1110237529838702595,1110548211305984000
1110237529838702595,1110547744605786112
1110237529838702595,1110545417354338305
1110283234687008771,1110545060075065345
1110237529838702595,1110544015122931712
-1,1110542922456408065
1110237529838702595,1110542921588195328
1110237529838702595,1110542508386369536
1110237529838702595,1110541997654327296
1110237529838702595,1110541580606287873
1110237529838702595,1110541383436300288
0,1110541360787017730
1110237529838702595,1110541170915065857
1110237529838702595,1110540861853577217
1110237529838702595,1110540581745364992
1110237529838702595,1110538538330869762
1110237529838702595,1110538534153322496
1110237529838702595,1110538483049947136
1110237529838702595,1110535279365029888
0,1110534816003489793
-1,1110534757560041474
0,1110533586346758145
1110237529838702595,1110533561935892480
1110237529838702595,1110533403563167749
1110237529838702595,1110532844005269504
1110237529838702595,1110531957883105280
1110237529838702595,1110531753226223617
1110237529838702595,1110531201691987968
1110237529838702595,1110530932363218954
-1,1110530417160015872
1110237529838702595,1110530369105719296
-1,1110528992107528192
1110237529838702595,1110528964227940353
-1,1110528887916773376
-1,1110527737238880256
1110237529838702595,1110527018238705664
1110237529838702595,1110527003646746625
1110237529838702595,1110526695700869126
1110374960629866496,1110526446496374784
1110237529838702595,1110526307400667136
1110237529838702595,1110526271715446785
0,1110526220666585089
-1,1110524984336756736
1110237529838702595,1110523963917168645
0,1110523730344718337
1110492200612360192,1110523347631259648
1110237529838702595,1110523230438256641
1110237529838702595,1110523142785634305
1110237529838702595,1110522916968505345
1110237529838702595,1110522630396956672
1110283234687008771,1110522167878250496
1110237529838702595,1110521398508822528
1110237529838702595,1110521142840840193
-1,1110521052646526976
1110283234687008771,1110519930410033154
1110237529838702595,1110519720770502657
1110237529838702595,1110518973723000833
-1,1110518916391022592
1110237529838702595,1110518306967035909
1110374960629866496,1110517698361024512
1110237529838702595,1110516833071886341
1110492200612360192,1110516141871509504
1110237529838702595,1110514740453957634
1110237529838702595,1110514010590511106
1110237529838702595,1110513511971647488
1110237529838702595,1110512693415415808
1110237529838702595,1110512506320105472
1110237529838702595,1110512408278302726
1110237529838702595,1110511858203664385
1110237529838702595,1110511830567473154
-1,1110511725156155394
1110237529838702595,1110511262079827968
1110237529838702595,1110510510280200193
1110237529838702595,1110510422669455360
1110237529838702595,1110510171833413632
-1,1110509459523190784
1110237529838702595,1110509452245893120
1110237529838702595,1110508538332364801
1110237529838702595,1110508528073084930
1110237529838702595,1110507868829175808
1110237529838702595,1110507785492619265
0,1110507238265901056
-1,1110506655601569792
1110237529838702595,1110506241661513730
1110492200612360192,1110506165794938885
1110237529838702595,1110505865805791232
1110237529838702595,1110505832075141120
1110237529838702595,1110505457645510656
1110237529838702595,1110505181383483392
1110237529838702595,1110505127365042176
1110237529838702595,1110504239401451526
1110492200612360192,1110504136003502080
1110237529838702595,1110503933548642304
1110283234687008771,1110503754166648832
1110492200612360192,1110502628914536448
1110237529838702595,1110502558831951873
1110237529838702595,1110501698580242432
1110492200612360192,1110501203631374336
1110492200612360192,1110500914534760449
1110237529838702595,1110500762373767169
1110237529838702595,1110500017058529282
0,1110499220061077507
0,1110499181905481728
1110237529838702595,1110499088737488897
1110237529838702595,1110497910838476801
1110374960629866496,1110497744274317312
1110237529838702595,1110497148276219904
1110237529838702595,1110496859645267968
-1,1110494230118567936
1110237529838702595,1110494081174654976
1110492200612360192,1110493722863718400
1110237529838702595,1110493699417538561
1110492200612360192,1110492369852514305
0,1110492200612360192
-1,1110489735020064770
1110237529838702595,1110489138082603008
1110237529838702595,1110488836201725952
-1,1110488310982606848
1110237529838702595,1110487789253074944
1110237529838702595,1110486215944486912
1110237529838702595,1110486177159761920
1110237529838702595,1110485790272962560
1110237529838702595,1110484805051998208
1110237529838702595,1110484314557501440
1110237529838702595,1110483729804345344
1110237529838702595,1110481795118698498
1110237529838702595,1110477503414583296
1110283234687008771,1110473908539609089
1110283234687008771,1110473286843056128
1110237529838702595,1110473036547936256
1110237529838702595,1110468678041194499
1110283234687008771,1110467843508916224
1110237529838702595,1110467840073711617
-1,1110461321504534528
1110237529838702595,1110449135113699329
1110237529838702595,1110449101798338560
1110237529838702595,1110446029189627904
1110237529838702595,1110441790576955392
1110237529838702595,1110434445209812993
1110237529838702595,1110433608987222016
1110237529838702595,1110432556216922112
1110237529838702595,1110431791385640965
1110237529838702595,1110431469502107648
1110237529838702595,1110431449843421184
1110237529838702595,1110430375707324416
1110237529838702595,1110427924828745728
1110283234687008771,1110427182281699328
-1,1110425091471536128
0,1110422720641146880
1110237529838702595,1110420772378550272
1110237529838702595,1110418170391736320
-1,1110417133329174528
1110237529838702595,1110414235744587778
1110237529838702595,1110413907317919744
1110237529838702595,1110413843694604289
1110237529838702595,1110413566107156480
1110237529838702595,1110412439823269889
1110237529838702595,1110411823675817986
1110237529838702595,1110408724374532097
-1,1110408653759229953
1110237529838702595,1110407487264604160
1110237529838702595,1110407445422190592
1110237529838702595,1110407242841579523
1110237529838702595,1110407032207826944
1110237529838702595,1110406589167616000
1110237529838702595,1110405987133992960
1110237529838702595,1110402604549529601
1110237529838702595,1110401593214685184
1110283234687008771,1110401289937137665
-1,1110400760972480512
-1,1110399814645280771
1110237529838702595,1110399506267467776
1110237529838702595,1110399001487118337
1110237529838702595,1110398016014503937
1110237529838702595,1110395657926279168
1110237529838702595,1110395500874878977
1110237529838702595,1110394211797532673
1110283234687008771,1110393956905435137
1110237529838702595,1110393936072400896
1110237529838702595,1110393497977266176
0,1110393426799927296
0,1110393350413320192
1110237529838702595,1110393084901277696
1110237529838702595,1110392620084285440
1110237529838702595,1110392533539004416
1110237529838702595,1110391463085572096
0,1110391350757900288
1110237529838702595,1110390715174084608
1110237529838702595,1110389264011939840
1110237529838702595,1110388070732447744
1110237529838702595,1110386847295983621
0,1110386606647767041
0,1110386324748582912
1110237529838702595,1110386215503695872
1110237529838702595,1110385785465958400
1110237529838702595,1110385455525253120
1110237529838702595,1110385403197095936
1110237529838702595,1110385326512631808
1110237529838702595,1110384903613530112
1110237529838702595,1110384782528131072
1110237529838702595,1110384444538609664
1110237529838702595,1110384356827295744
1110237529838702595,1110384176069373952
1110237529838702595,1110384033693908994
-1,1110382412456964096
-1,1110382375320592384
1110237529838702595,1110382183288659969
1110237529838702595,1110382095665451008
1110237529838702595,1110381944062251009
1110237529838702595,1110381807030190080
1110237529838702595,1110381609835003905
1110237529838702595,1110381576976773120
1110237529838702595,1110381522392092675
1110237529838702595,1110380585946677248
1110237529838702595,1110379884319252481
0,1110379872235520000
0,1110379319380058112
0,1110378997958000640
1110237529838702595,1110378660392026112
-1,1110378360226660352
-1,1110378309358104577
1110237529838702595,1110378104588025856
0,1110377697421807616
1110237529838702595,1110377565758345216
0,1110377296106606592
1110237529838702595,1110376571955806208
0,1111030083022667776
0,1111030728584773638
0,1111030603938447360
-1,1111030766673244165
1110960526492721152,1111030289135034368
0,1111029703379435520
0,1110505937528414213
0,1110598644825239553
0,1110208380059176961
1110910442048753666,1111013431598034950
0,1110999717515853824
1110910442048753666,1110985306126327811
1110910442048753666,1110980970298130432
0,1110927407471607811
0,1110910442048753666
0,1110887694400475137
0,1110562629230227456
0,1110345622727651328
0,1109922517219770374
0,1109509745772298241
0,1109218713054691328
0,1109196324887506945
0,1109105230535450624
0,1108907794705629184
0,1108813548355051521
0,1108813024608092160
-1,1108790905723588608
0,1108754249427632129
0,1108462396631408640
0,1108453319452835841
0,1108417907506192388
1108391539229818881,1108392826381963264
-1,1108349062670176256
0,1108266042311225345
0,1108036477982859265
-1,1111033655953100800
0,1107827355442126849
0,1111039694769405952
1110871037875572736,1111036797310697472
-1,1111036742528847872
1110883648654462976,1111039877334949890
0,1111039116173545472
1110957890846838786,1111034416518914048
0,1111029053073575936
1110957890846838786,1111028436137639936
0,1111023932126175233
1110957890846838786,1111020319060443137
0,1111007095967678464
1110873202119663616,1110997899385683973
0,1111042764731502592
1110531774306758657,1111040557822996482
0,1111041374663659521
0,1111040366084542465
-1,1111046953293565952
-1,1111044320013049857
0,1111047436733157381
0,1111044099619074050
0,1111046705926078464
1110981803832209410,1111049903545950208
0,1111050465041629185
1110882760074452993,1111053995651432448
1110871037875572736,1111053278291337217
0,1111052396107653120
0,1111053920560996352
0,1111051647378227201
0,1111055341800878080
1110871037875572736,1111060696891043840
0,1111059565808963586
0,1110981823767740418
0,1110976178762981378
0,1110975460182237185
0,1110974033212964870
1110634568447598592,1110966200518017025
0,1110963970695925762
-1,1110960474496163841
1110954138433740800,1110960361325375488
0,1110958421292011520
-1,1110958031527968769
0,1110957890846838786
0,1111065642646626305
1110871037875572736,1111065557388926976
0,1111063131919474688
1111062848141025280,1111063279642861568
1111062848141025280,1111063225284612101
0,1111062848141025280
0,1111063810394202112
1111066460938534913,1111069578493415424
1111062848141025280,1111068791025426433
0,1111066547936727040
0,1111069011599597568
1111061840702988288,1111067177954803714
1111061840702988288,1111066550470094854
0,1111073611870363649
-1,1111073237071474688
-1,1111071459206721537
1111071000551149569,1111071173859831808
0,1111071000551149569
0,1111075274324692992
0,1111074318467940352
1111079169318928384,1111081153077936128
1111079169318928384,1111080770540617728
1111079169318928384,1111079934485778433
1111079169318928384,1111079426006106113
1111079169318928384,1111079382754447361
1111079169318928384,1111079217809293313
0,1111079169318928384
0,1111078591188664321
0,1111081008022110208
1110957890846838786,1111077953100754949
1111079169318928384,1111081972703641600
1110871037875572736,1111082143424397312
1111084192903905281,1111085552923803648
1111084192903905281,1111084939154542595
0,1111084192903905281
1111059066338582529,1111083984266637312
1110942052437708801,1111082156372254720
0,1111081139027013632
1110879082303160321,1111069705794658307
1110879082303160321,1111061256423858177
0,1111059066338582529
0,1111041661272899584
1110879082303160321,1111017647418888193
1110879082303160321,1110994566180716549
1110674059673718784,1110990978633084934
0,1110964779873652737
1110963325217591296,1110964168683851778
0,1110963325217591296
0,1110942052437708801
0,1110932482327801856
1110879082303160321,1110923127234707457
1110879082303160321,1110914027113402371
1110879082303160321,1110900030469300226
1110879082303160321,1110895323738705920
1110879082303160321,1110893684231413761
1110879082303160321,1110887623453822983
-1,1110885173325938689
1110879082303160321,1110883695395782656
1110840160227393536,1110882521615458305
1110879082303160321,1110879621766135809
-1,1110879304211156992
0,1110879082303160321
1110840160227393536,1110871256964964352
0,1110870514820673541
1110840160227393536,1110869961583611904
1110840160227393536,1110868404288794624
0,1110867858421104640
1110840160227393536,1110857576424636418
1110840160227393536,1110850631135309824
1110840160227393536,1110849952559910914
1110840160227393536,1110843531566944257
1110840160227393536,1110842320662994950
1110871037875572736,1111087928258764801
1110237529838702595,1111092728912379904
1110910442048753666,1111090752107528192
0,1111095571815772161
0,1111093331663220738
0,1111098792747696134
0,1111099331099144194
0,1111098950990336001
1110957890846838786,1111097411508883456
0,1111101881009532934
1110917575427457024,1111101509624832000
1111099331099144194,1111103015161860097
0,1111102860056555520
1111099331099144194,1111101508341383169
0,1111102404181798912
1110957890846838786,1111101679917846528
0,1111107334779097088
1111099331099144194,1111105899588927488
0,1111105698795008000
1110237529838702595,1111104905035567106
1096572276529659904,1111107001084493825
-1,1111106494773297152
1111061840702988288,1111106409888923648
1111079169318928384,1111108126806298624
1110917575427457024,1111109057799208960
1110237529838702595,1111111137691619329
1096572276529659904,1111108037740294144
1096572276529659904,1111107921696432134
0,1111113633587699712
1110957890846838786,1111112154021797888
-1,1111119934669623297
1111099331099144194,1111122595192193024
0,1111120248110018560
1110871037875572736,1111126037570744320
0,1111125707193757696
1111079169318928384,1111127718421295104
0,1111127379764756481
0,1111127020480724992
1110237529838702595,1111127338396381184
1110237529838702595,1111141282968227840
1110942052437708801,1111123041818415104
1110942052437708801,1111119661800792064
1110879082303160321,1111118869480042496
1110879082303160321,1111114875974107136
0,1111107512890286080
1111147153924087808,1111147384254484480
0,1111147153924087808
1111147153924087808,1111151879956897792
1111147153924087808,1111164232605810688
0,1111173578047647751
1111079169318928384,1111203277088137227
0,1111207698643800064
0,1111219437313642497
1110942052437708801,1111217886708801536
0,1111222040705597440
1111226696856932361,1111227081055178752
0,1111226318186823680
0,1111227565371518976
0,1111230740946173952
1110871037875572736,1111231273111044096
1111062848141025280,1111230575036284928
1111099331099144194,1111230172181737472
-1,1111230930457366528
0,1111230316629368833
0,1111238425850662912
0,1111240968467038210
0,1111242424620384256
0,1111241141226295296
1110957890846838786,1111239907899518977
0,1111246649249222657
1111245080877322240,1111246323351764992
1111245080877322240,1111245820295368705
0,1111245080877322240
0,1111246209665191936
0,1111250329688043520
0,1111248907798020096
0,1111247150569177089
0,1111249549698482176
0,1111247352734629888
1111061840702988288,1111250848489848832
1111071000551149569,1111250822183165952
0,1111248433954861057
0,1111247294857465862
0,1111253255881920513
0,1111252676258525184
-1,1111256267111182336
1110237529838702595,1111258204628021253
-1,1111256074932371461
0,1111257134539382790
0,1111256334752800769
1111258466021199872,1111261159938764803
0,1111260320755081217
0,1111258466021199872
-1,1111263065117523969
1111039116173545472,1111264036723793923
0,1111263890913005573
0,1111266889588711425
0,1111266549451624448
0,1111266337953931264
1111063810394202112,1111269552221011968
0,1111269344103809029
0,1111272153247301632
1111258466021199872,1111271657556099072
1110888969691111425,1111270952778821637
0,1111270320663613440
1111266697112141825,1111273481407221762
0,1111272356499075073
1111063810394202112,1111270096037654528
-1,1111275748956999684
0,1111274378010988545
1111258466021199872,1111274067196342272
1111266697112141825,1111274682014187521
0,1111280761888481280
1111274378010988545,1111279007788617728
-1,1111279208360304642
-1,1111280299198029825
-1,1110878420425207809
-1,1110878418613293060
0,1110878417111658496
-1,1110878412393062404
-1,1110878409666777088
0,1110510259720896513
0,1111280470988386305
0,1111278756323385344
0,1110878413622046720
0,1111286117897256960
1111258466021199872,1111289507461165056
1111258466021199872,1111293104546611200
1111266697112141825,1111290124426530816
0,1111290667957927937
0,1111290436667228161
0,1111295353922510850
1110492200612360192,1111296902182653955
0,1111295498584051713
0,1111297659321700352
0,1111303840673030151
0,1111303881466789888
0,1111305746698911744
0,1111309509107085320
0,1111311137633640449
1111039116173545472,1111310474749136897
0,1111314381491654662
0,1111316469516849159
0,1111312819029340160
-1,1111319505635065857
0,1111317799778074625
1111317927540740096,1111324004088987649
0,1111321100841934849
-1,1111320252145717250
0,1111326812150394882
0,1111326834908495874
1111258466021199872,1111329408252559360
1111258466021199872,1111329183802773504
-1,1111328094156148736
0,1111328575066644480
0,1111338342543753216
0,1111335583895486464
0,1111333558835126272
0,1111330321168039936
0,1111340844307628038
-1,1111339371805007872
0,1111343727891615744
1111258466021199872,1111345074179317760
0,1111344885305618433
0,1111344987915063297
0,1111347717140295680
-1,1111348341575729153
0,1111358073275334657
1111258466021199872,1111358834671534080
0,1111358255991799810
-1,1111358422899929088
0,1111365431233777665
0,1111361074685792259
1111295498584051713,1111358958332203009
-1,1111358592400150529
0,1111328596445089792
1111059066338582529,1111321930299334658
1111287381242626058,1111300102952570880
1111287381242626058,1111294326506749958
1111287381242626058,1111291939595452427
0,1111287381242626058
0,1111264584038576129
1111059066338582529,1111262126285426689
0,1111258267815211008
1111248796191809537,1111248936650637312
0,1111248796191809537
-1,1111243911811530754
1111147153924087808,1111368143803478017
1110975797400080386,1111010703052279808
1111361074685792259,1111371066679660559
1111274378010988545,1111374025912012802
0,1111377495511597057
-1,1111378703194349570
-1,1111378633753452544
0,1111392954843889664
0,1111394674567204864
0,1111396921900519424
0,1111399917501575168
0,1111401992595767296
1111403705926971392,1111404774103015427
1111403705926971392,1111404186745229313
1111403705926971392,1111404059318050817
0,1111403705926971392
-1,1111404523191328782
1111403381266878466,1111403883874541569
-1,1111403823287824386
1111403381266878466,1111403450586140679
1111403381266878466,1111403419913207808
1111403381266878466,1111403417082060800
0,1111403381266878466
-1,1111409389489942531
0,1111408449114365953
1111403381266878466,1111409327221297153
0,1111412289855324161
1111403705926971392,1111411565054447616
-1,1111413715771940867
-1,1111416679467089922
1111418945070862336,1111419984117284865
0,1111418945070862336
0,1111419992107450376
1111403381266878466,1111419257634476032
1111403381266878466,1111419216467390464
1110981803832209410,1111425688672690178
1111418945070862336,1111424064755625986
0,1111422259938254848
1111063810394202112,1111422160361250816
0,1111427332789555200
0,1111429358739054593
1111403381266878466,1111427333871722497
0,1111431914953404416
0,1111434044401582080
0,1111440857083723782
1111434044401582080,1111439315278561281
1111434044401582080,1111439188145008640
1111443396659462144,1111444591591317504
0,1111443858166943746
1111442608247562240,1111444719920267264
0,1111444292185161735
-1,1111444062999961601
0,1111443396659462144
1111442608247562240,1111443370352603137
0,1111443115964014592
0,1111442794235625472
0,1111441935670145024
-1,1111448201528107009
1111445292635684865,1111445994351276032
1111444292185161735,1111445952001236994
1111443396659462144,1111445905314594816
1111258466021199872,1111446967459172354
0,1111445292635684865
1111441935670145024,1111446352284844033
0,1111451622629146626
-1,1111449319087984640
1111441935670145024,1111451141097828352
1111441935670145024,1111449728632406017
1111441935670145024,1111449374243065856
1111441935670145024,1111449302088470528
1111441935670145024,1111449171536633856
1111441935670145024,1111449048656023552
1111441935670145024,1111448713052852224
1111274378010988545,1111452775928524804
0,1111453646317858817
1111441935670145024,1111455026571022339
-1,1111453530274099202
0,1110577683790999552
0,1111455557389561857
1111441935670145024,1111459832664653824
1111441935670145024,1111456258354233344
-1,1111463299563048960
1111462399608086529,1111463199440814080
0,1111462399608086529
1111441935670145024,1111462046800007168
-1,1111466029035765761
-1,1111465847338483713
-1,1111464304904151040
1111403381266878466,1111465810013417472
0,1111464431295311873
1111443396659462144,1111474350232870912
0,1111474406226907136
1111441935670145024,1111473319952506881
-1,1111472792753577985
0,1111473793363574785
0,1111456939668578304
0,1111442608247562240
0,1111424813350838272
1110840160227393536,1110841997449981952
1110840160227393536,1110841843221233664
1110840160227393536,1110841205917708288
0,1110840160227393536
0,1110743467905466368
1108740948215955458,1110739993138511872
1110502061639168000,1110731338406133760
1110713912587141121,1110729500634087431
0,1110721466440519680
0,1110721365932470272
0,1110721180867153920
0,1110715598017871872
0,1111477384304304129
1111441935670145024,1111477762169208832
1111441935670145024,1111477621227958273
-1,1111477593403019264
0,1111476566884794368
1111295498584051713,1111476046325604354
0,1111482135658070016
0,1111481804400271361
0,1111481485163462657
0,1111479754610409472
1111464431295311873,1111485777681281025
1111441935670145024,1111485422708903936
1111441935670145024,1111484930863910917
-1,1111484709949919239
-1,1111484227688771584
1111441935670145024,1111484041230979073
-1,1111483884515012608
1111441935670145024,1111483789207916545
1111441935670145024,1111482904155222021
1111481485163462657,1111484421838905345
1111481485163462657,1111483247475785728
1111481485163462657,1111482851910971392
1111079169318928384,1111487383709671424
-1,1111492547992539136
0,1111493521993801728
0,1110713912587141121
1110674059673718784,1110705577402032130
1110683457884221440,1110683727452086272
0,1110683457884221440
1110674059673718784,1110682076335009792
1110674059673718784,1110679793773826048
0,1110679168843501569
1110674059673718784,1110676829369761793
1110674059673718784,1110676794368294912
-1,1110675253993316352
1110674059673718784,1110674606912880640
0,1110674059673718784
0,1110671921782448128
